SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500171,GHCL LTD    ,A ,Q,242.00,242.80,238.25,239.75,238.85,242.05,204,16832,4034528.00,
500173,GUJ.FLOURO  ,A ,Q,966.00,966.00,900.00,913.10,917.00,938.45,575,3882,3564797.00,
500179,HCL INFOSYS ,B ,Q,13.40,13.50,12.95,13.10,13.10,13.35,95,29268,384353.00,
500180,HDFC BANK   ,A ,Q,2462.00,2473.85,2438.00,2446.40,2446.40,2466.45,3956,64668,158658890.00,
500182,HEROMOTOCO  ,A ,Q,2610.00,2610.00,2573.65,2584.00,2588.00,2598.10,1032,9489,24541365.00,
500183,HIMACHAL FUT,A ,Q,19.65,19.75,19.00,19.50,19.45,19.70,347,268403,5244020.00,
500184,HSCL        ,A ,Q,105.60,105.95,104.55,105.10,104.90,105.20,231,12153,1278093.00,
500185,HIND.CONSTN.,A ,Q,12.54,12.55,11.97,12.00,12.00,12.24,409,136225,1642688.00,
500186,HIND.OIL EXP,B ,Q,121.15,125.90,121.15,123.10,122.40,122.70,682,44191,5475611.00,
500187,HSIL        ,B ,Q,250.00,263.00,250.00,256.80,257.00,255.45,391,12356,3193571.00,
500188,HINDUS.ZI   ,A ,Q,244.50,244.50,242.20,244.00,243.90,244.85,361,14019,3415312.00,
500189,HINDUJA VENT,B ,Q,344.60,349.00,344.50,344.90,349.00,344.95,10,238,82072.00,
500191,HMT LTD.    ,Z ,Q,16.50,16.50,15.65,15.70,15.75,15.95,14,850,13502.00,
500192,PRAG BOSIMI ,XT,Q,2.75,2.93,2.67,2.93,2.93,2.81,42,63310,170755.00,
500193,HOTEL LEELA.,B ,Q,9.00,9.40,8.80,8.99,8.99,9.03,114,39980,359519.00,
500199,I.G.PETRO   ,B ,Q,263.35,263.90,255.70,258.10,258.00,260.20,53,858,223701.00,
500201,IND.GLYCOLS ,B ,Q,235.00,235.00,230.65,230.90,231.50,235.45,76,2186,507081.00,
500207,INDO RAMA   ,B ,Q,25.60,26.75,25.50,26.45,26.45,26.20,35,2031,52607.00,
500209,INFOSYS LTD ,A ,Q,733.90,739.45,728.35,731.95,731.95,730.85,6526,329553,241400619.00,
500210,INGERSOLL   ,B ,Q,634.55,637.90,627.00,630.05,632.85,634.55,52,225,142181.00,
500211,INSILCO LTD.,X ,Q,15.20,16.00,15.20,15.95,16.00,15.45,28,9029,142919.00,
500212,INTEG.FIN.SE,XT,Q,32.00,32.00,31.50,31.50,31.50,32.00,2,50,1582.00,
500213,INTER.TRAVEL,X ,Q,107.00,107.00,102.75,104.55,106.00,105.55,81,2374,248604.00,
500214,ION EXCHANGE,X ,Q,673.60,673.60,651.00,668.95,668.95,641.55,1587,148828,99955474.00,
500215,AGRO TECH FO,B ,Q,510.25,515.00,494.25,503.10,501.50,505.75,103,969,487751.00,
500219,JAIN IRRIG  ,A ,Q,28.00,28.20,25.10,25.80,25.80,27.65,3424,1905560,49634771.00,
500220,JASCH INDUST,X ,Q,50.70,50.70,47.20,49.85,49.85,48.00,8,880,43066.00,
500223,JCT LTD     ,X ,Q,1.03,1.10,1.02,1.08,1.10,1.07,48,65542,68614.00,
500227,JINDAL POLYF,B ,Q,243.25,253.40,243.25,249.45,249.45,244.30,105,779,191488.00,
500228,JSWSL       ,A ,Q,277.35,278.65,273.05,276.50,276.50,277.35,2389,144061,39720535.00,
500233,KAJARIA CER.,A ,Q,592.95,592.95,579.05,581.65,581.00,584.45,396,14179,8299396.00,
500234,KAKATIYA CEM,B ,Q,205.00,205.00,189.60,190.05,189.60,194.70,70,3235,620686.00,
500235,KALYANI STEL,B ,Q,212.25,213.00,209.10,210.10,211.45,212.35,134,2545,535669.00,
500238,WHIRLPOOL   ,A ,Q,1578.35,1594.85,1568.40,1590.40,1594.00,1583.20,257,2136,3376217.00,
500239,KG DENIM    ,X ,Q,40.00,41.75,40.00,41.20,41.75,40.50,26,3917,159094.00,
500240,KINETIC ENG.,X ,Q,32.55,34.00,32.50,33.10,33.00,34.95,52,5370,178303.00,
500241,KIRL.BROS.  ,B ,Q,185.10,186.25,181.65,183.30,183.00,186.90,85,1633,299779.00,
500243,KIRL INDUS  ,B ,Q,777.00,777.00,765.50,770.40,771.15,778.00,13,62,47572.00,
500245,KIRL.FERROUS,B ,Q,81.00,81.85,80.90,81.10,81.40,81.60,62,29052,2355899.00,
500247,KOTAK MAH.BK,A ,Q,1488.90,1488.90,1472.00,1476.60,1476.60,1482.55,1834,85890,126811199.00,
500249,KSB         ,B ,Q,720.00,723.35,712.40,716.60,717.00,707.90,53,211,151366.00,
500250,L.G.BALKRISH,B ,Q,337.50,344.00,333.00,342.75,344.00,340.75,29,113,38061.00,
500251,TRENT LTD.  ,A ,Q,451.00,451.00,435.00,440.60,440.60,445.25,620,18331,8062730.00,
500252,LAXMIMACH   ,A ,Q,5224.00,5257.00,5157.00,5176.55,5176.55,5225.75,104,343,1781277.00,
500253,LIC HOUS.FIN,A ,Q,564.55,567.60,553.80,555.30,556.55,564.55,715,35932,20151290.00,
500254,UTTAMVALUE  ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,18,54479,10351.00,
500257,LUPIN LTD.  ,A ,Q,768.00,789.90,751.90,755.10,755.10,763.50,4252,162584,125239539.00,
500259,LYKA LABS   ,B ,Q,23.75,24.55,23.25,23.25,23.25,23.75,18,1147,27439.00,
500260,RAMCOCEM    ,A ,Q,795.00,795.00,773.55,780.20,785.10,796.70,403,6593,5171553.00,
500264,MAFATLAL IND,X ,Q,95.00,95.00,91.50,91.50,91.50,94.95,11,106,9879.00,
500265,MAH.SEAMLESS,B ,Q,433.10,437.20,425.05,427.75,427.00,437.55,203,1632,700870.00,
500266,MAH.SCOOTER ,B ,Q,4674.00,4675.00,4548.45,4622.20,4589.45,4650.25,140,488,2251591.00,
500267,MAJESTIC AUT,X ,Q,181.95,183.00,171.60,175.15,177.00,179.05,415,14782,2595522.00,
500268,MANALI PETRO,B ,Q,23.10,23.10,22.20,22.65,22.60,22.80,119,23756,539944.00,
500271,MFSL        ,A ,Q,420.00,420.35,405.25,407.65,405.45,420.85,558,19524,8033637.00,
500279,MIRC ELECT  ,B ,Q,17.35,17.55,17.05,17.20,17.20,16.75,20,4302,74374.00,
500280,CENTURY ENKA,B ,Q,225.00,226.10,223.90,225.10,225.10,223.85,140,5374,1209846.00,
500284,LORDS CHLORO,XT,Q,37.00,38.50,36.15,38.50,38.50,38.05,9,1666,61647.00,
500285,SPICEJET LTD,A ,Q,124.50,126.35,123.50,124.95,124.95,124.35,5061,808434,101040326.00,
500288,MOREPEN LAB.,B ,Q,18.95,18.95,18.05,18.15,18.15,19.00,263,78369,1447610.00,
500290,MRF LTD.    ,A ,Q,56699.00,56705.75,56435.65,56591.75,56591.75,56483.15,97,109,6167873.00,
500292,HEIDEL CEM  ,A ,Q,196.05,197.95,192.60,194.80,194.80,197.05,183,6303,1228061.00,
500294,NCC         ,A ,Q,102.50,102.60,96.75,97.60,97.60,101.90,2196,629949,62549014.00,
500295,VEDL        ,A ,Q,178.90,178.90,172.50,174.30,174.30,176.90,2669,360800,62936212.00,
500296,NAHAR SPG.  ,B ,Q,71.35,71.85,69.85,70.25,70.25,72.90,44,2927,207412.00,
500298,NAT.PEROXIDE,B ,Q,2020.00,2050.00,1991.00,2002.20,2002.20,2021.00,542,2889,5814428.00,
500300,GRASIM IND. ,A ,Q,933.85,933.85,905.75,913.80,914.50,921.10,2310,243220,222734296.00,
500302,PEL         ,A ,Q,1940.05,1957.75,1920.95,1946.20,1946.20,1938.90,2253,52653,102393044.00,
500304,NIIT LTD.   ,B ,Q,102.50,104.30,102.35,102.90,102.90,104.15,222,20418,2105849.00,
500306,JAYKAY      ,X ,Q,4.75,4.75,4.32,4.70,4.70,4.60,13,1003,4378.00,
500307,NIRLON      ,B ,Q,197.20,198.50,197.20,197.20,197.20,197.20,12,5272,1040388.00,
500312,ONGC CORPN  ,A ,Q,170.00,171.30,166.75,167.75,167.75,170.55,895,128954,21773214.00,
500313,OIL COUNTRY ,B ,Q,6.65,7.37,6.60,6.83,6.80,6.74,99,26809,186204.00,
500314,ORIENT HOTEL,B ,Q,40.05,40.05,38.05,38.25,38.25,39.20,17,1124,43586.00,
500315,ORINTAL BANK,A ,Q,96.90,98.60,94.00,94.25,94.25,95.70,1227,406379,39298911.00,
500317,OSWAL AGRO. ,B ,Q,6.15,7.47,6.15,6.80,6.90,6.99,45,3516,23497.00,
500319,INDIAN SUCRO,XT,Q,17.25,18.20,17.25,18.20,18.20,18.15,8,4416,76185.00,
500325,RELIANCE    ,A ,Q,1279.00,1282.80,1248.05,1252.00,1252.00,1274.85,11722,440862,555870733.00,
500327,PILITA      ,B ,Q,9.65,10.25,9.25,9.97,9.97,9.64,367,479346,4626429.00,
500329,PENTAMED.G  ,X ,Q,0.26,0.28,0.26,0.27,0.27,0.27,20,31074,8162.00,
500330,RAYMOND     ,A ,Q,740.65,745.55,729.20,731.00,731.00,736.30,504,21890,16083722.00,
500331,PIDILITE    ,A ,Q,1223.20,1230.00,1209.65,1214.65,1214.65,1223.25,774,119926,146161486.00,
500333,PIX TRANS   ,X ,Q,174.90,181.50,173.00,181.30,181.30,174.95,21,3691,646824.00,
500335,BIRLA CORPN.,A ,Q,593.00,594.30,589.80,592.20,593.15,588.90,70,789,467103.00,
500336,SURYA ROSHNI,B ,Q,229.25,230.35,227.80,229.35,228.65,230.15,267,14208,3257093.00,
500337,PRIME SECUR.,B ,Q,37.15,39.35,36.25,38.55,39.00,37.05,147,34934,1343284.00,
500338,PRSMJOHNSN  ,A ,Q,90.40,90.60,89.60,90.50,90.50,91.20,394,11303,1020413.00,
500339,RAIN        ,A ,Q,102.95,103.00,99.90,100.30,100.30,101.75,974,74871,7577582.00,
500343,AMJLAND     ,B ,Q,16.70,16.85,16.45,16.65,16.65,16.40,9,1700516,28398489.00,
500346,PUN.COMMUNI.,B ,Q,15.50,15.50,15.50,15.50,15.50,15.50,2,35,542.00,
500350,RSWM  LTD   ,B ,Q,132.15,154.90,132.15,152.45,151.30,147.75,81,1530,232135.00,
500354,RAJSH.SUGAR ,B ,Q,27.70,29.55,25.85,27.90,27.75,25.80,624,74953,2102139.00,
500355,RALLIS INDIA,A ,Q,151.85,151.85,142.90,145.45,145.70,143.80,240,12576,1839033.00,
500356,RAMANEWS    ,B ,Q,18.00,19.90,18.00,19.15,19.05,18.05,62,13034,246278.00,
500357,RAMA PAPER  ,X ,Q,16.00,16.00,15.50,15.50,15.50,16.45,6,3200,49657.00,
500360,RAPICUT CARB,X ,Q,43.60,43.60,40.50,42.05,42.05,42.10,40,4715,198596.00,
500365,RMGALLOY    ,X ,Q,13.00,13.35,13.00,13.05,13.10,13.35,28,2737,35908.00,
500366,ROLTA (I)   ,B ,Q,6.34,6.34,6.00,6.19,6.11,6.04,325,503056,3163284.00,
500367,RUBFILA INT.,X ,Q,38.80,39.80,38.30,38.80,38.80,39.20,26,2346,91041.00,
500368,RUCHI SOYA  ,B ,Q,5.28,5.52,5.05,5.42,5.42,5.28,368,1855427,10006752.00,
500370,SALORA INT. ,X ,Q,10.31,11.00,10.31,11.00,11.00,10.85,3,5130,52959.00,
500378,JINDAL SAW  ,A ,Q,83.35,85.50,83.00,83.25,83.25,84.70,706,44440,3723166.00,
500380,JK LAKSHMI  ,A ,Q,342.30,347.00,338.90,342.00,340.20,342.85,152,2241,767811.00,
500387,SHREE CEMENT,A ,Q,22007.15,22007.15,21641.30,21815.05,21808.75,21909.65,114,275,5997074.00,
500390,REL INFRA   ,A ,Q,59.80,60.30,54.30,55.50,55.50,59.40,14664,5188424,298552124.00,
500394,SOLID CARBID,Z ,Q,0.20,0.20,0.19,0.20,0.20,0.20,3,150,29.00,
500399,STEELCO GUJ.,XT,Q,3.10,3.15,3.10,3.14,3.15,3.15,2,45,141.00,
500400,TATA POWER  ,A ,Q,69.00,70.15,68.10,69.00,69.00,68.65,2487,540397,37254541.00,
500402,SPMLINFRA   ,B ,Q,17.95,18.00,17.15,17.60,17.60,17.50,4,125,2160.00,
500403,SUNDARAM FAS,A ,Q,508.00,512.65,506.80,511.40,510.65,509.85,137,1748,893365.00,
500404,SUNFLAG IRON,B ,Q,37.00,37.25,36.45,37.00,37.25,37.45,72,5422,199369.00,
500405,SUPREME PET ,B ,Q,202.00,207.90,201.40,203.40,203.40,203.65,44,448,90840.00,
500407,SWARAJ ENGIN,B ,Q,1404.95,1423.95,1398.00,1398.00,1398.00,1381.10,13,285,400766.00,
500408,TATA ELXSI  ,A ,Q,876.50,892.00,875.70,885.55,885.55,875.65,1372,34740,30817588.00,
500410,ACC LTD     ,A ,Q,1585.70,1587.55,1553.45,1561.65,1563.90,1580.55,1365,45952,72481232.00,
500411,THERMAX     ,A ,Q,1057.00,1062.50,1030.00,1055.50,1060.45,1057.30,225,1227,1291100.00,
500412,THIRUMALAI  ,B ,Q,78.35,79.35,76.80,77.50,77.50,78.35,204,18240,1423516.00,
500413,THOMAS COOK ,A ,Q,210.35,242.50,207.10,231.30,231.30,211.85,458,26201,5994651.00,
500414,TIMEX GROUP ,X ,Q,43.00,43.45,42.50,42.75,42.75,43.10,35,5099,217840.00,
500418,TOKYO PLAST ,B ,Q,50.20,50.75,49.60,50.70,49.60,51.40,10,309,15522.00,
500420,TORRENT PHAR,A ,Q,1543.70,1554.50,1524.00,1548.80,1538.65,1529.50,541,6540,10080973.00,
500422,TRANSCHEM   ,X ,Q,18.95,18.95,17.60,18.00,18.65,18.70,22,3850,70474.00,
500425,AMBUJA CEME ,A ,Q,219.60,219.60,212.05,212.90,212.90,218.20,1358,76350,16462292.00,
500426,UTLINDS     ,X ,Q,9.50,9.90,9.50,9.65,9.65,9.95,23,15463,147649.00,
500429,UNIPHOS ENT.,B ,Q,82.25,86.20,82.25,84.40,84.40,85.05,16,688,57855.00,
500439,VARD HOLDNG ,B ,Q,1940.00,1940.00,1925.05,1925.05,1925.05,1982.00,4,21,40500.00,
500440,HINDALCO    ,A ,Q,206.00,207.60,203.60,207.10,207.10,206.25,1790,121529,25048569.00,
500444,WEST COAS PA,B ,Q,250.05,252.45,247.80,251.55,251.55,249.95,231,4214,1051840.00,
500449,HIND.ORG.CHM,B ,Q,20.85,20.85,20.05,20.25,20.25,20.45,108,19092,388216.00,
500456,PAS.ACRYLON ,X ,Q,15.45,15.75,15.45,15.60,15.75,15.30,38,6791,105966.00,
500459,PROCTER &GAM,A ,Q,10881.05,10881.10,10682.00,10705.65,10685.80,10847.75,168,355,3822124.00,
500460,MUKAND LTD. ,B ,Q,49.50,49.50,44.60,45.05,45.10,49.20,145,13639,634526.00,
500464,UCAL FUEL   ,B ,Q,141.95,149.00,138.20,144.30,143.50,140.30,204,8594,1255684.00,
500467,HARR.MALAYAL,B ,Q,74.15,74.95,72.00,72.00,72.00,73.90,25,948,69300.00,
500469,FEDERAL BANK,A ,Q,108.50,109.05,106.80,108.30,107.95,108.50,1598,573031,61851272.00,
500470,TATA STEEL  ,A ,Q,511.00,515.30,499.30,504.40,504.40,510.70,7447,468600,236730422.00,
500472,SKF INDIA   ,A ,Q,2000.15,2010.00,1990.15,2002.30,2010.00,1991.75,48,124,247782.00,
500477,ASHOK LEYL. ,A ,Q,88.50,88.70,86.30,87.25,87.25,88.00,2895,1263788,110210336.00,
500480,CUMMINS (I) ,A ,Q,782.70,784.45,760.75,763.90,763.50,774.95,636,12393,9562970.00,
500483,TATA COMM   ,A ,Q,481.40,490.00,478.55,484.75,484.55,480.80,229,6571,3187483.00,
500488,ABBOTT (I)  ,A ,Q,8921.45,8949.95,8750.00,8890.40,8859.50,8911.85,200,384,3411118.00,
500490,BAJ HOLD INV,A ,Q,3625.50,3625.50,3586.05,3607.25,3610.00,3628.05,345,1709,6168036.00,
500493,BHARAT FORGE,A ,Q,455.75,467.60,448.05,450.10,449.00,455.75,1534,73456,33733198.00,
500495,ESCORTS LTD.,A ,Q,549.00,550.85,534.05,536.55,536.00,548.50,1824,115469,62491549.00,
500500,HIND.MOTORS ,B ,Q,6.37,6.90,6.36,6.81,6.90,6.45,66,34611,231608.00,
500510,LARSEN & TOU,A ,Q,1555.00,1573.00,1547.60,1553.05,1553.05,1550.70,4573,122507,191249727.00,
500520,MAH & MAH   ,A ,Q,661.45,662.75,651.35,655.90,655.90,658.50,2143,86902,57022765.00,
500530,BOSCH LTD   ,A ,Q,16586.55,16586.55,16300.00,16337.35,16320.55,16550.00,169,452,7419683.00,
500547,BHARAT PET. ,A ,Q,392.90,396.55,390.70,392.85,390.70,392.40,1177,150148,59146878.00,
500550,SIEMENS LTD.,A ,Q,1300.00,1319.90,1286.80,1310.25,1310.25,1294.50,1686,44698,58566401.00,
500570,TATA MOTORS ,A ,Q,165.65,166.80,161.40,162.60,162.60,165.85,5489,1067539,175098977.00,
500575,VOLTAS LTD  ,A ,Q,647.05,654.35,641.40,643.55,642.60,652.70,670,42858,27667726.00,
500620,GREAT EASTE ,A ,Q,264.45,265.80,262.25,264.25,265.25,265.20,133,2984,789098.00,
500645,DEEPAK FERT.,A ,Q,119.85,120.60,106.20,107.75,107.75,120.00,7205,130397,14428181.00,
500650,EXCEL INDUST,B ,Q,955.00,985.00,941.40,957.75,954.25,937.15,667,6908,6638112.00,
500655,GARWARE POLY,X ,Q,235.25,244.95,235.25,241.85,240.00,235.25,161,9594,2321092.00,
500660,GLAXOSMITH  ,A ,Q,1216.10,1225.00,1198.45,1199.50,1199.50,1218.45,444,2854,3439588.00,
500670,GUJ.NARMADA ,A ,Q,239.90,241.00,232.60,233.60,233.60,238.75,1445,57052,13490392.00,
