SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500126,PGHL        ,A ,Q,4147.60,4155.00,4125.10,4136.95,4125.10,4132.95,612,3345,13857077.00,
500128,ELEC.CASTING,B ,Q,11.46,11.91,11.41,11.55,11.52,11.47,124,73900,856412.00,
500133,ESAB INDIA  ,B ,Q,1244.90,1261.55,1244.90,1246.90,1246.90,1249.35,8,13,16238.00,
500135,ESSEL PROP  ,A ,Q,150.00,155.00,148.95,153.80,153.80,149.00,264,6306,957880.00,
500136,ESTER INDUS.,B ,Q,30.00,30.00,29.50,29.70,29.95,29.85,46,5120,152729.00,
500141,FERRO ALLOYS,X ,Q,2.75,2.82,2.60,2.62,2.67,2.57,100,24844,68344.00,
500142,FGP LTD.    ,X ,Q,0.93,0.97,0.93,0.97,0.97,0.93,6,1596,1538.00,
500144,FINOL. CABLE,A ,Q,354.25,357.80,352.25,356.15,357.35,352.50,44,476,169055.00,
500147,CMI FPE     ,X ,Q,800.00,800.00,776.00,777.00,777.00,790.00,5,41,31934.00,
500148,UFLEX LTD   ,A ,Q,200.35,205.70,195.00,196.10,196.50,197.00,278,2426,484684.00,
500150,FOSECO INDIA,B ,Q,1300.00,1300.00,1280.10,1292.40,1292.40,1290.00,9,15,19426.00,
500151,GOLDEN TOB  ,T ,Q,31.95,31.95,29.20,29.20,29.20,30.45,5,143,4347.00,
500153,GANESH BENZO,X ,Q,38.50,39.00,38.00,38.70,38.90,37.95,74,36653,1409062.00,
500155,GARDEN SILK ,B ,Q,8.86,9.05,8.70,8.71,8.70,8.65,77,8548,75566.00,
500159,METROGLOBL  ,X ,Q,48.90,48.90,45.50,48.60,48.60,48.90,11,311,14651.00,
500160,GTL LTD.    ,B ,Q,1.63,1.63,1.49,1.53,1.53,1.56,27,30598,47664.00,
500163,GODFREY PH  ,A ,Q,1248.20,1265.45,1236.55,1240.85,1240.85,1245.65,428,3903,4875370.00,
500164,GODREJ IND  ,A ,Q,413.25,431.55,411.95,418.25,415.95,413.85,885,28807,12090314.00,
500165,KANSAI NERO ,A ,Q,523.00,535.00,518.00,528.35,528.35,523.65,732,4303,2245896.00,
500166,GOODRICKE   ,X ,Q,187.75,187.75,183.65,186.20,186.20,184.25,75,3352,623842.00,
500168,GOODYEAR (I),B ,Q,970.00,973.90,954.00,957.45,963.80,964.80,53,398,381635.00,
500171,GHCL LTD    ,A ,Q,202.00,203.05,193.25,197.60,197.30,198.95,666,20203,3995732.00,
500173,GFLLIMITED  ,B ,Q,74.80,77.30,72.95,77.30,77.30,73.65,53,5286,404314.00,
500174,GUJ.LEASE   ,T ,Q,1.71,1.71,1.56,1.70,1.70,1.63,4,134,221.00,
500179,HCL INFOSYS ,B ,Q,7.41,7.58,7.22,7.48,7.57,7.46,106,50514,368493.00,
500180,HDFC BANK   ,A ,Q,1267.00,1272.00,1259.20,1262.80,1262.80,1263.45,4506,93765,118796491.00,
500182,HEROMOTOCO  ,A ,Q,2345.00,2358.00,2322.00,2336.75,2336.75,2334.10,1576,37405,87583073.00,
500183,HFCL        ,A ,Q,17.40,17.40,17.15,17.20,17.20,17.15,554,163525,2816646.00,
500184,HSCL        ,A ,Q,57.00,58.30,56.25,57.90,57.90,55.00,1280,99290,5700113.00,
500185,HIND.CONSTN.,B ,Q,9.60,10.39,9.45,10.35,10.39,9.45,552,392623,3930372.00,
500186,HIND.OIL EXP,B ,Q,87.80,87.85,84.70,85.85,85.85,86.45,449,9141,785019.00,
500187,HSIL        ,B ,Q,44.00,44.30,43.45,43.65,44.05,44.35,90,3005,131836.00,
500188,HINDUS.ZI   ,A ,Q,208.00,209.40,204.25,206.00,206.00,205.55,1377,42356,8757170.00,
500189,NXTDIGITAL  ,B ,Q,385.00,385.00,374.00,376.45,374.00,384.40,105,250,94824.00,
500191,HMT LTD.    ,Z ,Q,13.90,14.50,13.45,14.25,14.25,14.15,12,785,10884.00,
500192,PRAG BOSIMI ,XT,Q,2.75,2.75,2.71,2.71,2.71,2.75,5,1650,4511.00,
500193,HOTEL LEELA.,B ,Q,6.24,6.29,6.16,6.26,6.29,6.15,27,4482,27847.00,
500199,I.G.PETRO   ,B ,Q,130.05,130.75,127.00,128.00,127.00,127.05,51,657,84981.00,
500201,IND.GLYCOLS ,B ,Q,214.50,220.60,213.60,215.05,215.10,206.50,825,34047,7378088.00,
500206,MARGO FIN   ,X ,Q,7.50,7.50,7.50,7.50,7.50,7.50,1,100,750.00,
500207,INDO RAMA   ,B ,Q,28.60,28.95,28.60,28.85,28.85,28.80,3,151,4353.00,
500209,INFOSYS LTD ,A ,Q,706.90,712.70,700.10,711.25,711.25,701.85,6882,694603,492048286.00,
500210,INGERSOLL   ,B ,Q,666.00,686.00,659.70,663.30,663.30,666.65,769,7337,4932431.00,
500211,INSILCO LTD.,X ,Q,11.45,12.75,11.05,11.59,11.59,11.05,23,24286,281468.00,
500213,INTER.TRAVEL,X ,Q,68.50,68.50,67.65,68.15,68.00,67.25,8,491,33506.00,
500214,ION EXCHANGE,X ,Q,724.00,742.00,710.00,734.75,736.10,717.55,444,12295,8977629.00,
500215,AGRO TECH FO,B ,Q,626.00,626.00,610.60,623.80,619.55,631.40,123,356,221652.00,
500219,JAIN IRRIG  ,A ,Q,7.98,8.00,7.53,7.70,7.70,7.91,1211,952856,7299306.00,
500220,JASCH INDUST,X ,Q,30.00,30.90,29.00,29.75,29.50,29.90,19,594,17443.00,
500223,JCT LTD     ,X ,Q,0.87,0.93,0.81,0.91,0.91,0.89,65,30155,26582.00,
500227,JINDAL POLYF,B ,Q,218.25,218.30,216.00,216.50,216.35,216.45,101,2001,435080.00,
500228,JSWSL       ,A ,Q,261.60,264.40,255.65,257.40,258.60,255.70,3396,519517,135316604.00,
500231,UMANG DAIR  ,B ,Q,32.55,33.90,32.55,33.90,33.90,32.35,4,127,4268.00,
500233,KAJARIA CER.,A ,Q,536.25,540.00,534.50,537.90,536.45,535.15,287,2813,1513165.00,
500234,KAKATIYA CEM,B ,Q,132.30,140.35,132.30,138.70,140.35,135.30,29,644,88185.00,
500235,KALYANI STEL,B ,Q,226.00,226.25,222.65,224.90,224.90,221.75,372,2159,485127.00,
500236,KANELIND    ,XT,Q,0.65,0.65,0.65,0.65,0.65,0.65,2,100,65.00,
500238,WHIRLPOOL   ,A ,Q,2320.00,2340.40,2293.50,2299.65,2299.65,2289.45,314,1233,2856877.00,
500239,KG DENIM    ,X ,Q,21.55,21.55,19.60,20.00,20.00,19.95,101,25364,514668.00,
500240,KINETIC ENG.,XT,Q,31.05,32.60,30.15,32.30,32.35,31.05,19,15716,502658.00,
500241,KIRL.BROS.  ,B ,Q,122.40,124.00,120.00,122.90,123.00,121.10,304,4107,498737.00,
500243,KIRL INDUS  ,B ,Q,605.00,605.00,603.35,604.95,603.35,597.20,2,1020,617067.00,
500245,KIRL.FERROUS,B ,Q,62.80,62.80,61.40,61.75,62.00,61.15,47,9474,586965.00,
500247,KOTAK MAH.BK,A ,Q,1716.00,1716.55,1688.70,1691.95,1691.95,1715.70,4506,120659,204889965.00,
500249,KSB         ,B ,Q,659.95,663.65,646.95,652.60,650.00,651.10,45,239,156348.00,
500250,L.G.BALKRISH,B ,Q,241.50,245.15,239.00,241.25,239.00,239.75,108,374,90676.00,
500251,TRENT LTD.  ,A ,Q,502.00,515.00,502.00,504.80,504.75,508.80,538,8208,4189235.00,
500252,LAXMIMACH   ,A ,Q,3299.00,3299.00,3200.00,3243.45,3243.45,3204.50,117,274,887890.00,
500253,LIC HOUS.FIN,A ,Q,436.85,442.65,436.00,438.45,438.45,433.55,2800,138625,60982038.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,46,52445,9964.00,
500257,LUPIN LTD.  ,A ,Q,751.00,758.00,748.35,756.25,755.00,748.55,616,20763,15637264.00,
500259,LYKA LABS   ,B ,Q,15.80,16.00,15.10,15.15,15.65,15.40,72,7321,113347.00,
500260,RAMCOCEM    ,A ,Q,781.00,782.25,771.65,775.85,775.00,773.90,242,3165,2460348.00,
500264,MAFATLAL IND,X ,Q,61.60,65.00,61.60,65.00,65.00,64.30,14,547,35057.00,
500265,MAH.SEAMLESS,A ,Q,370.65,370.65,364.80,369.30,369.25,370.00,59,854,315382.00,
500266,MAH.SCOOTER ,A ,Q,4500.00,4559.95,4486.10,4503.60,4501.15,4451.40,113,256,1159755.00,
500267,MAJESTIC AUT,X ,Q,107.20,116.85,107.20,110.10,110.15,112.25,45,2569,284050.00,
500268,MANALI PETRO,B ,Q,17.00,18.25,16.85,17.90,17.60,16.70,234,76152,1346863.00,
500271,MFSL        ,A ,Q,507.70,512.25,499.80,501.75,501.75,504.80,1109,41310,20855466.00,
500274,MESCO PHARMA,P ,Q,11.20,11.20,11.20,11.20,11.20,11.78,1,100,1120.00,
500279,MIRC ELECT  ,B ,Q,7.00,7.00,6.73,6.85,6.85,6.92,17,8453,57911.00,
500280,CENTURY ENKA,B ,Q,178.15,185.35,178.00,181.85,180.75,178.50,358,4741,859824.00,
500284,LORDS CHLORO,XT,Q,31.50,32.70,30.00,30.20,30.05,31.55,26,1451,44121.00,
500285,SPICEJET LTD,A ,Q,104.60,105.40,102.80,104.05,104.05,102.50,3560,315931,32817237.00,
500288,MOREPEN LAB.,B ,Q,15.20,15.25,15.10,15.20,15.10,15.20,75,25589,388579.00,
500290,MRF LTD.    ,A ,Q,62900.00,64000.00,62900.00,63928.15,63614.05,62668.70,211,279,17774644.00,
500292,HEIDEL CEM  ,A ,Q,176.00,177.00,174.10,175.75,175.75,175.05,303,10547,1851106.00,
500294,NCC         ,A ,Q,52.50,54.20,52.30,53.85,53.85,52.35,2651,1053221,56111360.00,
500295,VEDL        ,A ,Q,147.00,150.65,147.00,149.35,149.35,143.95,5028,829460,123835746.00,
500296,NAHAR SPG.  ,B ,Q,41.00,41.90,41.00,41.15,41.00,40.45,12,920,37843.00,
500298,NAT.PEROXIDE,B ,Q,1471.00,1545.00,1471.00,1524.45,1536.00,1455.10,1037,6897,10385879.00,
500300,GRASIM IND. ,A ,Q,781.75,787.70,775.05,782.15,782.15,774.35,839,40706,31833758.00,
500302,PEL         ,A ,Q,1656.50,1694.50,1656.50,1677.15,1677.15,1657.25,1202,28594,47986519.00,
500304,NIIT LTD.   ,B ,Q,105.75,106.00,104.70,105.50,105.00,105.50,2085,53712,5654598.00,
500306,JAYKAY      ,XT,Q,3.25,3.59,3.25,3.25,3.25,3.42,16,6642,22317.00,
500307,NIRLON      ,B ,Q,280.05,286.00,277.75,280.00,286.00,280.00,74,4061,1137556.00,
500312,ONGC CORPN  ,A ,Q,127.45,127.45,126.05,126.45,126.45,125.85,1457,196378,24866401.00,
500313,OIL COUNTRY ,B ,Q,4.42,6.17,4.42,5.91,5.91,5.52,15,783,4439.00,
500314,ORIENT HOTEL,B ,Q,34.65,35.90,34.60,34.95,35.00,35.10,14,1430,49905.00,
500315,ORINTAL BANK,A ,Q,52.75,56.25,52.75,55.50,55.65,52.35,1203,200544,11036230.00,
500317,OSWAL AGRO. ,B ,Q,5.75,5.75,4.90,4.94,5.00,5.00,23,2946,14729.00,
500319,INDIAN SUCRO,XT,Q,16.65,16.65,15.20,16.60,16.60,15.90,12,3039,50267.00,
500325,RELIANCE    ,A ,Q,1575.00,1590.00,1572.55,1582.45,1582.45,1567.50,9401,611627,965781656.00,
500327,PILITA      ,B ,Q,6.00,6.10,5.90,5.93,5.90,5.95,27,13261,79530.00,
500329,PENTAMED.G  ,X ,Q,0.36,0.37,0.36,0.37,0.37,0.36,36,97146,35796.00,
500330,RAYMOND     ,A ,Q,680.00,695.10,676.55,681.35,681.35,677.50,911,23458,16061761.00,
500331,PIDILITE    ,A ,Q,1335.00,1337.00,1318.45,1324.00,1325.00,1330.40,464,10292,13651673.00,
500333,PIX TRANS   ,X ,Q,125.00,128.00,124.50,126.00,126.20,122.05,48,3036,380721.00,
500335,BIRLA CORPN.,A ,Q,650.20,650.20,622.25,628.80,623.55,639.30,307,2931,1868468.00,
500336,SURYA ROSHNI,B ,Q,156.50,160.00,155.50,158.50,158.50,155.45,53,379,59620.00,
500337,PRIME SECUR.,B ,Q,44.45,44.50,42.30,42.40,42.30,42.05,28,965,41798.00,
500338,PRSMJOHNSN  ,A ,Q,61.55,63.80,61.30,61.95,62.05,61.15,292,12295,766113.00,
500339,RAIN        ,A ,Q,95.85,97.25,94.45,95.75,95.75,94.65,1554,38124,3653811.00,
500343,AMJLAND     ,B ,Q,18.65,18.65,18.65,18.65,18.65,18.65,1,200,3730.00,
500346,PUN.COMMUNI.,B ,Q,11.70,11.70,11.00,11.70,11.70,10.64,11,458,5152.00,
500350,RSWM  LTD   ,B ,Q,88.40,90.00,87.00,87.80,87.00,88.05,241,2434,215821.00,
500355,RALLIS INDIA,A ,Q,175.20,175.40,172.10,173.90,173.15,174.35,396,6022,1047401.00,
500356,RAMANEWS    ,B ,Q,13.69,13.69,13.26,13.50,13.50,13.25,21,7221,97566.00,
500357,RAMA PAPER  ,XT,Q,11.75,12.84,11.75,12.39,12.84,12.35,11,4534,53290.00,
500360,RAPICUT CARB,X ,Q,37.50,38.20,36.70,38.00,38.00,38.95,23,2059,77232.00,
500365,WELSPLSOL   ,X ,Q,9.67,10.06,9.67,10.05,10.05,9.83,24,25178,249650.00,
500366,ROLTA (I)   ,T ,Q,4.48,4.50,4.25,4.38,4.45,4.40,75,39804,173466.00,
500367,RUBFILA INT.,X ,Q,33.25,33.50,32.50,32.60,32.60,32.00,20,1802,59289.00,
500378,JINDAL SAW  ,A ,Q,74.40,76.20,73.15,75.55,75.55,73.20,2639,117984,8754439.00,
500380,JK LAKSHMI  ,A ,Q,267.15,269.00,266.00,267.60,267.75,266.65,215,766,204741.00,
500387,SHREE CEMENT,A ,Q,20250.00,20451.30,20200.00,20373.15,20408.70,20026.00,109,229,4665579.00,
500390,REL INFRA   ,A ,Q,19.90,21.15,19.90,21.15,21.15,20.15,740,336855,7109826.00,
500399,STEELCO GUJ.,XT,Q,2.06,2.06,2.06,2.06,2.06,2.06,7,961,1979.00,
500400,TATA POWER  ,A ,Q,53.65,54.65,52.90,54.00,54.00,53.40,1699,624645,33591367.00,
500402,SPMLINFRA   ,B ,Q,14.01,15.00,13.70,14.82,15.00,14.42,97,5246,75269.00,
500403,SUNDARAM FAS,A ,Q,449.20,449.20,438.00,438.95,438.95,447.65,176,2141,944898.00,
500404,SUNFLAG IRON,B ,Q,29.00,29.75,28.90,29.00,29.00,28.45,176,18864,554556.00,
500405,SUPREME PET ,B ,Q,147.55,155.55,145.00,145.50,146.50,147.20,260,8387,1224840.00,
500407,SWARAJ ENGIN,B ,Q,1044.00,1065.00,1044.00,1062.30,1055.95,1040.10,27,313,331961.00,
500408,TATA ELXSI  ,A ,Q,855.45,879.80,854.65,858.80,858.80,848.05,3495,119357,103521269.00,
500410,ACC LTD     ,A ,Q,1437.00,1467.20,1431.90,1465.15,1465.15,1431.80,1334,48323,70319308.00,
500411,THERMAX     ,A ,Q,1017.10,1017.10,1003.95,1010.85,1011.45,1007.15,56,319,321869.00,
500412,THIRUMALAI  ,B ,Q,60.15,60.65,59.40,59.90,59.60,58.35,584,41143,2470155.00,
500413,THOMAS COOK ,T ,Q,63.55,66.95,63.50,64.90,65.00,64.70,62,8094,527676.00,
500414,TIMEX GROUP ,X ,Q,32.35,32.65,30.50,31.30,31.30,32.35,39,9265,292045.00,
500420,TORRENT PHAR,A ,Q,1868.00,1872.80,1835.00,1865.90,1865.90,1858.25,280,3093,5743822.00,
500425,AMBUJA CEME ,A ,Q,193.50,199.30,193.50,197.80,197.80,193.15,1087,108838,21400649.00,
500426,UTLINDS     ,X ,Q,6.85,6.89,6.85,6.87,6.87,6.57,20,56826,390754.00,
500429,UNIPHOS ENT.,B ,Q,63.00,63.00,60.70,60.95,60.85,63.00,36,326,20283.00,
500439,VARD HOLDNG ,B ,Q,1241.80,1250.00,1235.00,1245.00,1250.00,1260.80,136,436,539684.00,
500440,HINDALCO    ,A ,Q,205.75,209.00,205.35,208.35,208.55,201.25,3937,584001,121091958.00,
500444,WEST COAS PA,B ,Q,208.50,209.50,207.00,208.35,208.35,206.70,264,4829,1005484.00,
500449,HIND.ORG.CHM,B ,Q,12.75,13.50,12.75,13.05,13.00,12.95,154,37247,487811.00,
500456,PAS.ACRYLON ,X ,Q,9.00,9.45,8.50,9.00,9.00,8.89,56,9021,81550.00,
500459,PROCTER &GAM,A ,Q,11310.00,11444.00,11271.00,11381.25,11444.00,11252.35,59,100,1133638.00,
500460,MUKAND LTD. ,B ,Q,28.45,29.35,27.80,28.40,28.50,28.70,74,5674,160995.00,
500463,AGCNET      ,B ,Q,126.90,128.00,126.90,128.00,128.00,128.00,11,690,87660.00,
500464,UCAL FUEL   ,B ,Q,122.40,124.00,122.40,123.10,123.25,121.55,255,2064,254172.00,
500467,HARR.MALAYAL,B ,Q,55.45,58.70,54.60,58.10,58.10,55.05,714,78133,4491996.00,
500469,FEDERAL BANK,A ,Q,85.35,87.60,85.35,86.90,86.90,85.30,1532,649969,56315740.00,
500470,TATA STEEL  ,A ,Q,429.30,434.50,423.60,428.75,428.75,418.75,16110,1017026,436114988.00,
500472,SKF INDIA   ,A ,Q,2130.40,2152.05,2124.75,2128.40,2126.55,2135.15,90,354,755301.00,
500477,ASHOK LEYL. ,A ,Q,78.80,82.10,78.65,81.00,81.00,78.50,4057,1119949,90398510.00,
500480,CUMMINS (I) ,A ,Q,535.70,549.20,535.05,548.45,548.20,538.55,638,14697,8003589.00,
500483,TATA COMM   ,B ,Q,391.65,399.50,390.50,392.90,392.90,390.75,567,12227,4832821.00,
500488,ABBOTT (I)  ,A ,Q,12881.75,13036.00,12823.80,12973.85,12999.90,12821.70,243,511,6613708.00,
500490,BAJ HOLD INV,A ,Q,3361.00,3364.80,3310.00,3316.65,3316.65,3361.40,275,638,2124361.00,
500493,BHARAT FORGE,A ,Q,451.15,468.15,451.15,464.65,464.10,448.35,1988,102444,47385321.00,
500495,ESCORTS LTD.,A ,Q,598.00,619.15,598.00,617.50,617.50,597.75,1941,121715,74713834.00,
500500,HIND.MOTORS ,B ,Q,5.90,5.90,5.51,5.56,5.68,5.55,39,13787,77046.00,
500510,LARSEN & TOU,A ,Q,1289.00,1308.00,1285.65,1305.20,1305.20,1279.20,6455,137866,178999739.00,
500520,MAH & MAH   ,A ,Q,513.70,522.85,513.70,516.00,516.00,511.75,3178,144323,74736715.00,
500530,BOSCH LTD   ,A ,Q,15080.50,15564.00,15063.55,15191.20,15155.85,14975.45,520,1316,20151684.00,
500540,PREMIER LTD ,T ,Q,2.66,2.66,2.66,2.66,2.66,2.80,3,1200,3192.00,
500547,BHARAT PET. ,A ,Q,494.00,500.60,486.65,496.50,496.50,491.05,5236,324129,160034396.00,
500550,SIEMENS LTD.,A ,Q,1497.00,1498.95,1475.55,1482.25,1482.25,1486.70,555,10569,15689773.00,
500570,TATA MOTORS ,A ,Q,177.00,183.90,175.50,176.65,176.65,173.35,27819,4955131,887959124.00,
500575,VOLTAS LTD  ,A ,Q,698.95,698.95,672.80,679.45,679.45,692.60,996,54153,36888444.00,
500620,GREAT EASTE ,A ,Q,298.90,301.65,298.00,299.80,299.70,296.30,469,6322,1897242.00,
500645,DEEPAK FERT.,A ,Q,92.35,94.55,92.30,93.15,93.25,91.45,509,22442,2093865.00,
500650,EXCEL INDUST,B ,Q,811.25,811.25,795.75,798.10,796.60,792.85,42,299,239079.00,
500655,GARWARE POLY,X ,Q,219.00,224.95,217.10,220.85,221.00,215.00,51,1783,393816.00,
500660,GLAXOSMITH  ,A ,Q,1650.00,1683.00,1631.00,1672.55,1672.55,1645.75,1063,102081,169365087.00,
500670,GUJ.NARMADA ,A ,Q,173.45,175.55,170.10,171.05,171.05,173.30,1139,36636,6335401.00,
500672,NOVARTIS    ,B ,Q,697.05,704.80,685.00,689.90,689.90,690.40,369,7854,5438373.00,
500674,SANOFI      ,A ,Q,6975.60,6993.25,6928.15,6974.00,6974.00,6910.35,105,343,2388240.00,
500676,GLAXOSMITHKL,A ,Q,8849.95,8849.95,8628.25,8646.75,8633.65,8632.00,66,123,1065003.00,
500680,PFIZER LTD. ,A ,Q,4328.85,4379.25,4298.00,4333.10,4379.25,4281.55,1018,4782,20739197.00,
500690,GUJ.ST.FERT ,A ,Q,68.10,69.45,67.95,68.10,67.95,67.85,890,29908,2050898.00,
