SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500170,GTN INDUS   ,B ,Q,5.41,5.41,5.41,5.41,5.41,5.10,1,11,59.00,
500171,GHCL LTD    ,A ,Q,208.30,208.30,207.00,207.70,207.70,208.45,201,4693,974218.00,
500173,GFLLIMITED  ,B ,Q,81.10,81.85,80.20,80.75,80.75,81.60,34,1580,127809.00,
500179,HCL INFOSYS ,B ,Q,7.75,7.99,7.40,7.50,7.50,7.75,141,57781,440204.00,
500180,HDFC BANK   ,A ,Q,1263.90,1269.75,1254.20,1258.00,1258.00,1263.90,5147,119202,150366292.00,
500182,HEROMOTOCO  ,A ,Q,2589.00,2626.00,2577.00,2588.55,2588.55,2593.15,1784,25721,66881500.00,
500183,HFCL        ,A ,Q,17.10,18.10,16.95,17.55,17.55,17.05,1152,417549,7332671.00,
500184,HSCL        ,A ,Q,72.85,73.00,66.00,66.80,66.80,72.15,2657,137738,9483359.00,
500185,HIND.CONSTN.,B ,Q,8.25,8.58,7.80,7.97,7.97,8.25,2009,951969,7706316.00,
500186,HIND.OIL EXP,B ,Q,97.55,97.55,93.60,94.00,93.60,97.45,350,13690,1295862.00,
500187,HSIL        ,B ,Q,48.50,50.30,48.35,48.75,48.60,48.35,186,208999,10361624.00,
500188,HINDUS.ZI   ,A ,Q,211.80,211.80,208.00,208.65,208.65,210.30,785,26653,5580886.00,
500191,HMT LTD.    ,Z ,Q,15.75,16.90,15.75,15.85,15.85,16.10,24,2914,48172.00,
500192,PRAG BOSIMI ,XT,Q,2.85,2.85,2.80,2.81,2.81,2.85,6,1300,3654.00,
500193,HOTEL LEELA.,B ,Q,7.40,8.04,7.40,7.64,7.60,7.44,160,60995,480936.00,
500199,I.G.PETRO   ,B ,Q,148.05,148.40,143.00,144.60,145.25,147.90,261,2436,354150.00,
500201,IND.GLYCOLS ,B ,Q,236.00,238.10,226.00,227.35,227.35,227.70,522,14869,3452588.00,
500206,MARGO FIN   ,X ,Q,7.95,7.95,7.95,7.95,7.95,7.95,1,15,119.00,
500207,INDO RAMA   ,B ,Q,26.00,27.40,26.00,26.15,26.15,25.95,9,348,9161.00,
500209,INFOSYS LTD ,A ,Q,695.50,699.95,688.00,691.25,691.25,704.50,15874,627414,436326731.00,
500210,INGERSOLL   ,B ,Q,615.10,618.30,606.00,610.00,610.00,614.00,102,680,415097.00,
500211,INSILCO LTD.,X ,Q,12.63,13.18,12.62,12.99,13.18,12.95,23,3379,43286.00,
500213,INTER.TRAVEL,X ,Q,85.00,85.00,79.20,80.00,80.75,85.05,17,775,62130.00,
500214,ION EXCHANGE,X ,Q,833.35,847.00,805.00,814.40,815.00,833.35,601,14226,11743824.00,
500215,AGRO TECH FO,B ,Q,602.00,604.45,582.10,589.85,589.10,605.50,153,517,307952.00,
500219,JAIN IRRIG  ,A ,Q,14.50,14.90,13.80,14.00,14.00,14.50,957,209209,2984734.00,
500220,JASCH INDUST,X ,Q,33.00,33.50,31.50,32.50,32.50,33.95,24,3570,117109.00,
500223,JCT LTD     ,X ,Q,1.05,1.05,0.95,1.02,1.02,0.99,88,164025,168941.00,
500227,JINDAL POLYF,B ,Q,225.15,227.80,224.00,227.00,225.00,222.55,150,2664,601413.00,
500228,JSWSL       ,A ,Q,250.30,254.60,247.60,248.55,248.55,251.85,1907,257934,64883842.00,
500231,UMANG DAIR  ,B ,Q,39.00,39.00,37.55,38.90,38.90,38.80,35,321,12453.00,
500233,KAJARIA CER.,A ,Q,530.00,530.05,519.10,519.85,520.00,531.35,366,6200,3244156.00,
500234,KAKATIYA CEM,B ,Q,154.05,156.95,152.10,152.35,152.10,152.95,58,912,140561.00,
500235,KALYANI STEL,B ,Q,217.00,221.00,210.35,211.25,210.35,216.70,576,12191,2627994.00,
500236,KANELIND    ,XT,Q,0.59,0.65,0.59,0.65,0.65,0.62,3,3051,1800.00,
500238,WHIRLPOOL   ,A ,Q,2249.00,2249.00,2125.00,2185.90,2185.90,2227.50,982,3309,7181152.00,
500239,KG DENIM    ,X ,Q,25.65,27.30,25.40,25.75,26.55,26.55,52,6260,162845.00,
500240,KINETIC ENG.,XT,Q,33.90,36.75,33.90,36.40,36.75,35.00,40,13277,485000.00,
500241,KIRL.BROS.  ,B ,Q,148.70,148.70,144.00,145.15,144.15,145.60,177,3991,579451.00,
500243,KIRL INDUS  ,B ,Q,630.05,659.95,630.00,648.00,649.00,641.15,58,131,83113.00,
500245,KIRL.FERROUS,B ,Q,64.70,64.70,63.00,63.40,63.40,63.00,105,15784,1004235.00,
500246,ENVAIN ELECT,XT,Q,21.20,21.20,21.20,21.20,21.20,20.20,1,5,106.00,
500247,KOTAK MAH.BK,A ,Q,1617.00,1627.45,1601.60,1605.45,1605.35,1616.90,2649,62832,101540674.00,
500249,KSB         ,B ,Q,701.00,705.00,690.00,705.00,705.00,705.05,28,348,241556.00,
500250,L.G.BALKRISH,B ,Q,281.05,290.50,271.05,276.15,272.00,287.65,301,1587,439974.00,
500251,TRENT LTD.  ,A ,Q,512.00,516.70,500.00,501.30,500.00,510.70,1027,9932,5021124.00,
500252,LAXMIMACH   ,A ,Q,3390.00,3390.00,3310.00,3317.00,3311.00,3391.95,335,765,2554529.00,
500253,LIC HOUS.FIN,A ,Q,441.00,443.60,418.00,419.55,419.55,441.50,1438,68279,29314316.00,
500254,UTTAMVALUE  ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,24,43144,8197.00,
500257,LUPIN LTD.  ,A ,Q,749.20,759.15,727.30,730.00,728.70,735.95,2780,102111,75631023.00,
500259,LYKA LABS   ,B ,Q,18.00,18.00,16.60,17.00,16.95,17.55,528,19092,324955.00,
500260,RAMCOCEM    ,A ,Q,799.15,799.15,786.15,789.70,789.70,795.75,264,3899,3080162.00,
500264,MAFATLAL IND,X ,Q,60.00,79.90,60.00,68.55,67.95,67.60,27,724,53241.00,
500265,MAH.SEAMLESS,A ,Q,370.75,370.75,361.75,363.75,366.05,371.30,30,96,34928.00,
500266,MAH.SCOOTER ,A ,Q,4770.00,4824.00,4736.50,4785.55,4824.00,4787.70,80,236,1127073.00,
500267,MAJESTIC AUT,X ,Q,142.90,144.00,137.05,139.95,138.20,143.15,52,7082,992841.00,
500268,MANALI PETRO,B ,Q,17.75,17.80,17.30,17.40,17.30,18.05,244,17356,303753.00,
500271,MFSL        ,A ,Q,470.20,482.10,457.25,472.65,473.50,469.20,3066,97627,45814818.00,
500279,MIRC ELECT  ,B ,Q,8.45,8.45,7.93,8.02,8.02,8.18,36,21906,176256.00,
500280,CENTURY ENKA,B ,Q,187.00,187.00,184.50,184.75,184.75,186.25,745,8777,1625452.00,
500284,LORDS CHLORO,XT,Q,44.00,44.00,43.00,43.00,43.00,44.85,5,378,16619.00,
500285,SPICEJET LTD,A ,Q,115.40,115.85,113.15,113.70,113.70,115.05,3010,295749,33884853.00,
500288,MOREPEN LAB.,B ,Q,17.15,17.85,15.75,16.25,16.25,17.25,451,214826,3656755.00,
500290,MRF LTD.    ,A ,Q,63000.00,63462.60,62575.00,62871.15,63049.95,63046.90,264,361,22702892.00,
500292,HEIDEL CEM  ,A ,Q,198.00,198.00,188.40,189.15,189.30,194.20,365,10615,2028426.00,
500294,NCC         ,A ,Q,57.75,59.55,55.85,56.10,56.10,57.70,2483,1529613,88195595.00,
500295,VEDL        ,A ,Q,152.25,154.40,147.60,148.25,148.25,152.55,4805,1546424,233600301.00,
500296,NAHAR SPG.  ,B ,Q,46.10,49.50,44.35,45.50,45.50,50.60,339,14048,643593.00,
500298,NAT.PEROXIDE,B ,Q,1925.00,1967.80,1880.05,1900.40,1900.40,1924.35,750,5492,10569210.00,
500300,GRASIM IND. ,A ,Q,758.55,768.80,737.20,739.05,739.05,767.00,2100,87405,65528160.00,
500302,PEL         ,A ,Q,1725.00,1825.00,1725.00,1810.30,1810.30,1781.25,3148,58719,106078623.00,
500304,NIIT LTD.   ,B ,Q,102.00,103.85,102.00,103.05,103.05,101.20,521,30315,3123918.00,
500306,JAYKAY      ,XT,Q,3.54,3.54,3.54,3.54,3.54,3.72,7,250,885.00,
500307,NIRLON      ,B ,Q,248.95,250.00,237.80,244.35,244.90,239.95,111,31098,7510687.00,
500312,ONGC CORPN  ,A ,Q,140.75,140.75,137.65,138.15,138.15,139.25,1151,207983,28926172.00,
500313,OIL COUNTRY ,B ,Q,6.49,6.49,6.10,6.10,6.10,6.50,10,1262,7789.00,
500314,ORIENT HOTEL,B ,Q,35.65,35.65,33.25,34.20,34.15,36.00,347,2982,104341.00,
500315,ORINTAL BANK,A ,Q,52.35,52.80,50.55,50.80,50.80,52.40,385,24649,1276098.00,
500317,OSWAL AGRO. ,B ,Q,5.92,5.92,5.40,5.50,5.50,5.58,34,4933,27426.00,
500319,INDIAN SUCRO,XT,Q,17.80,17.85,16.15,17.85,17.85,17.00,21,4344,75608.00,
500325,RELIANCE    ,A ,Q,1431.00,1475.00,1430.00,1472.00,1472.00,1427.80,13320,468318,685184951.00,
500327,PILITA      ,B ,Q,6.00,6.00,5.90,5.90,5.90,5.88,23,72430,431547.00,
500329,PENTAMED.G  ,XT,Q,0.27,0.28,0.27,0.28,0.28,0.27,25,9838,2753.00,
500330,RAYMOND     ,A ,Q,750.00,799.90,747.90,791.15,791.15,748.40,7980,252430,197282359.00,
500331,PIDILITE    ,A ,Q,1321.00,1346.00,1315.00,1323.65,1333.70,1320.60,2733,53938,71666134.00,
500333,PIX TRANS   ,X ,Q,112.20,113.90,112.00,113.90,113.90,113.95,23,2314,261849.00,
500335,BIRLA CORPN.,A ,Q,636.65,667.50,635.20,656.10,656.10,643.05,1139,10097,6626969.00,
500336,SURYA ROSHNI,B ,Q,167.75,172.10,167.75,169.75,169.30,169.05,86,1423,242059.00,
500337,PRIME SECUR.,B ,Q,46.75,47.20,44.00,47.05,47.20,47.90,86,13778,639432.00,
500338,PRSMJOHNSN  ,A ,Q,73.25,73.25,69.00,69.45,69.45,72.85,365,29133,2059566.00,
500339,RAIN        ,A ,Q,105.00,105.00,96.15,98.40,98.40,104.00,2208,165794,16658081.00,
500343,AMJLAND     ,B ,Q,18.40,19.00,18.00,19.00,19.00,18.50,7,2749,50383.00,
500346,PUN.COMMUNI.,B ,Q,11.80,11.85,11.70,11.70,11.70,12.25,8,117,1376.00,
500350,RSWM  LTD   ,B ,Q,100.40,105.35,96.75,98.30,99.95,97.50,322,9978,996518.00,
500354,RAJSH.SUGAR ,B ,Q,18.20,18.80,17.75,17.75,17.75,17.45,4,1258,22897.00,
500355,RALLIS INDIA,A ,Q,170.85,173.40,168.70,169.80,170.95,170.00,312,5867,1000784.00,
500356,RAMANEWS    ,B ,Q,15.85,15.85,15.05,15.05,15.10,15.30,59,6554,99852.00,
500360,RAPICUT CARB,X ,Q,39.10,39.90,39.10,39.90,39.90,39.75,2,497,19827.00,
500365,WELSPLSOL   ,X ,Q,10.75,11.84,9.73,10.50,10.50,10.81,51,47260,486691.00,
500366,ROLTA (I)   ,T ,Q,5.40,5.40,5.09,5.09,5.09,5.35,76,37313,190265.00,
500367,RUBFILA INT.,X ,Q,33.00,33.00,32.15,32.30,32.30,33.20,47,4396,142341.00,
500368,RUCHI SOYA  ,B ,Q,3.50,3.56,3.32,3.32,3.32,3.49,546,1408231,4725419.00,
500370,SALORA INT. ,X ,Q,10.50,10.50,10.50,10.50,10.50,10.96,1,150,1575.00,
500378,JINDAL SAW  ,A ,Q,83.70,84.25,81.30,81.75,81.75,84.05,969,58022,4798464.00,
500380,JK LAKSHMI  ,A ,Q,304.00,308.10,300.10,300.25,300.25,309.25,90,1464,443856.00,
500387,SHREE CEMENT,A ,Q,19900.00,20228.75,19693.10,19753.80,19765.05,19845.95,120,165,3275440.00,
500390,REL INFRA   ,A ,Q,42.50,42.50,42.50,42.50,42.50,44.70,110,14433,613402.00,
500400,TATA POWER  ,A ,Q,58.00,58.00,55.05,55.40,55.30,57.30,3409,675786,38038990.00,
500402,SPMLINFRA   ,B ,Q,11.75,11.75,10.96,10.96,10.96,11.53,45,14733,161908.00,
500403,SUNDARAM FAS,A ,Q,464.30,464.30,454.25,460.35,459.70,458.85,122,719,329874.00,
500404,SUNFLAG IRON,B ,Q,29.90,30.00,28.60,28.80,28.95,27.65,221,45605,1318428.00,
500405,SUPREME PET ,B ,Q,169.10,171.30,167.50,170.20,170.00,168.20,75,1025,173050.00,
500407,SWARAJ ENGIN,B ,Q,1090.05,1103.00,1075.00,1095.25,1092.50,1087.30,100,441,479629.00,
500408,TATA ELXSI  ,A ,Q,807.40,813.20,788.05,791.75,789.20,807.40,1841,50440,40227614.00,
500410,ACC LTD     ,A ,Q,1514.00,1524.30,1485.85,1492.40,1492.40,1504.40,775,14706,22122615.00,
500411,THERMAX     ,A ,Q,1090.00,1091.75,1065.90,1070.45,1069.85,1095.35,309,945,1015831.00,
500412,THIRUMALAI  ,B ,Q,64.50,67.20,63.80,64.45,64.45,64.20,890,57002,3743114.00,
500413,THOMAS COOK ,A ,Q,136.30,138.60,133.70,137.05,136.50,135.20,648,18199,2478244.00,
500414,TIMEX GROUP ,X ,Q,35.50,36.00,34.00,34.30,34.75,35.55,74,10240,359221.00,
500418,TOKYO PLAST ,T ,Q,71.50,75.00,71.50,72.60,74.00,74.05,27,5132,379817.00,
500420,TORRENT PHAR,A ,Q,1800.00,1813.60,1768.20,1771.85,1768.20,1802.70,332,2195,3912726.00,
500425,AMBUJA CEME ,A ,Q,202.00,202.05,194.90,195.15,195.15,200.25,516,41217,8164725.00,
500426,UTLINDS     ,XT,Q,6.85,6.85,6.51,6.51,6.51,6.85,10,30485,199670.00,
500429,UNIPHOS ENT.,B ,Q,65.00,65.00,64.75,64.90,64.75,65.65,2,150,9737.00,
500440,HINDALCO    ,A ,Q,197.05,201.90,192.50,193.20,193.20,200.40,2321,371128,73329238.00,
500444,WEST COAS PA,B ,Q,228.00,230.00,216.50,217.55,217.55,228.70,913,13894,3077984.00,
500449,HIND.ORG.CHM,B ,Q,15.00,15.00,12.00,13.30,13.20,14.95,710,258976,3386051.00,
500456,PAS.ACRYLON ,X ,Q,13.40,13.40,11.53,11.82,11.80,14.01,494,197338,2356568.00,
500459,PROCTER &GAM,A ,Q,11172.15,11285.70,10914.40,10978.25,11007.20,11225.45,140,202,2244587.00,
500460,MUKAND LTD. ,B ,Q,33.30,33.30,31.15,31.90,31.90,33.25,39,3251,103218.00,
500463,AGCNET      ,T ,Q,128.00,128.00,119.10,120.40,119.10,123.20,11,905,111122.00,
500464,UCAL FUEL   ,B ,Q,139.00,152.85,138.50,142.10,142.10,137.85,1047,40701,6000602.00,
500467,HARR.MALAYAL,B ,Q,49.50,50.00,48.50,48.85,48.85,48.25,334,13137,645148.00,
500469,FEDERAL BANK,A ,Q,83.30,83.90,82.05,82.50,82.50,83.20,1147,461135,38323109.00,
500470,TATA STEEL  ,A ,Q,401.75,408.45,392.65,396.85,396.85,401.45,9749,1043697,421242474.00,
500472,SKF INDIA   ,A ,Q,2146.00,2154.90,2143.85,2147.35,2148.15,2146.30,72,345,741206.00,
500477,ASHOK LEYL. ,A ,Q,78.70,84.00,77.30,80.60,80.60,79.25,8828,2823816,227756085.00,
500480,CUMMINS (I) ,A ,Q,560.80,577.00,560.80,566.05,564.00,559.35,1314,36565,20827884.00,
500483,TATA COMM   ,B ,Q,365.50,365.50,354.10,357.45,358.30,367.75,1531,14876,5318467.00,
500488,ABBOTT (I)  ,A ,Q,11805.00,12051.20,11717.80,11809.20,11763.00,11675.60,289,486,5757710.00,
500490,BAJ HOLD INV,A ,Q,3700.00,3788.20,3700.00,3712.30,3715.00,3706.60,429,2136,7952437.00,
500493,BHARAT FORGE,A ,Q,428.75,436.05,426.90,428.10,430.05,435.35,1696,88740,38396498.00,
500495,ESCORTS LTD.,A ,Q,672.25,673.60,649.15,651.45,651.45,671.30,1425,64251,42438334.00,
500500,HIND.MOTORS ,B ,Q,6.10,6.10,5.51,5.53,5.55,5.63,89,27491,158487.00,
500510,LARSEN & TOU,A ,Q,1420.00,1420.00,1389.00,1392.95,1392.95,1416.90,6533,115552,161815614.00,
500520,MAH & MAH   ,A ,Q,575.00,580.80,572.15,574.80,574.80,574.95,1587,71669,41265721.00,
500530,BOSCH LTD   ,A ,Q,15321.00,15450.00,15062.80,15222.35,15222.35,15345.45,403,735,11249102.00,
500540,PREMIER LTD ,T ,Q,2.15,2.15,2.15,2.15,2.15,2.25,3,100,215.00,
500547,BHARAT PET. ,A ,Q,513.90,523.00,507.90,509.80,509.80,517.75,3805,238631,123056084.00,
500550,SIEMENS LTD.,A ,Q,1680.00,1694.55,1624.80,1633.25,1632.80,1677.35,7453,105840,174545746.00,
500570,TATA MOTORS ,A ,Q,171.50,176.00,169.40,170.60,170.60,172.00,8063,1729899,299031442.00,
500575,VOLTAS LTD  ,A ,Q,686.00,706.95,686.00,702.05,702.05,686.70,1695,57724,40561470.00,
500620,GREAT EASTE ,A ,Q,302.00,306.00,296.35,303.40,302.65,304.15,199,2074,627203.00,
500645,DEEPAK FERT.,A ,Q,99.00,103.25,98.35,98.75,98.70,97.80,1092,34382,3449989.00,
500650,EXCEL INDUST,B ,Q,903.00,917.30,880.05,889.70,880.05,902.95,270,1532,1380072.00,
500655,GARWARE POLY,X ,Q,235.95,239.80,226.05,233.95,234.00,234.50,102,10606,2469919.00,
500660,GLAXOSMITH  ,A ,Q,1625.00,1630.40,1592.00,1604.60,1595.35,1628.35,638,3597,5781793.00,
500670,GUJ.NARMADA ,A ,Q,201.95,202.80,196.00,196.90,196.00,201.90,1385,28496,5672562.00,
500672,NOVARTIS    ,B ,Q,657.00,681.00,640.60,663.25,663.25,651.05,713,11749,7739627.00,
500674,SANOFI      ,A ,Q,6525.00,6600.00,6390.00,6532.35,6599.95,6606.40,371,694,4490762.00,
500676,GLAXOSMITHKL,A ,Q,8876.00,8960.75,8876.00,8933.30,8920.00,8864.95,68,128,1142884.00,
500680,PFIZER LTD. ,A ,Q,3991.60,4085.10,3989.20,4000.90,4020.00,3994.10,774,6008,24076481.00,
500690,GUJ.ST.FERT ,A ,Q,75.65,76.55,73.65,73.80,73.65,75.65,657,31812,2369931.00,
